"ID предупреждения";"Текст предупреждения"
cannot_get_last_startup_time;"Не удалось получить время последнего старта устройства"
Идентификатор;"Тип прохода";"Временная метка"
21235347;"Вход";"2024-12-15 17:57:19"
21235348;"Выход";"2024-12-15 17:57:22"
21235349;"Вход";"2024-12-15 17:57:22"
21235350;"Выход";"2024-12-15 17:57:24"
21235351;"Выход";"2024-12-15 17:57:25"
21235352;"Вход";"2024-12-15 17:57:26"
21235353;"Вход";"2024-12-15 17:57:39"
21235354;"Вход";"2024-12-15 17:57:40"
21235355;"Выход";"2024-12-15 17:57:45"
21235356;"Выход";"2024-12-15 17:57:43"
21235357;"Выход";"2024-12-15 17:57:44"
21235358;"Выход";"2024-12-15 17:57:51"
21235359;"Выход";"2024-12-15 17:57:51"
21235360;"Выход";"2024-12-15 17:57:54"
21235363;"Выход";"2024-12-15 17:57:56"
21235364;"Вход";"2024-12-15 17:58:34"
21235367;"Вход";"2024-12-15 17:58:38"
21235368;"Выход";"2024-12-15 17:58:45"
21235369;"Выход";"2024-12-15 17:58:43"
21235370;"Выход";"2024-12-15 17:58:43"
21235371;"Выход";"2024-12-15 17:58:58"
21235372;"Выход";"2024-12-15 17:58:54"
21235373;"Вход";"2024-12-15 17:58:59"
21235374;"Вход";"2024-12-15 17:59:03"
21235375;"Выход";"2024-12-15 17:59:05"
21235376;"Вход";"2024-12-15 17:59:05"
21235377;"Выход";"2024-12-15 17:59:04"
21235378;"Вход";"2024-12-15 17:59:05"
21235379;"Вход";"2024-12-15 17:59:07"
21235380;"Вход";"2024-12-15 17:59:07"
21235381;"Вход";"2024-12-15 17:59:13"
21235382;"Вход";"2024-12-15 17:59:12"
21235383;"Вход";"2024-12-15 17:59:30"
21235384;"Вход";"2024-12-15 17:59:30"
21235387;"Выход";"2024-12-15 17:59:41"
21235388;"Вход";"2024-12-15 17:59:47"
21235389;"Вход";"2024-12-15 17:59:48"
21235390;"Вход";"2024-12-15 17:59:48"
21235391;"Вход";"2024-12-15 17:59:55"
21235392;"Вход";"2024-12-15 17:59:57"
21235393;"Вход";"2024-12-15 17:59:58"
21235394;"Вход";"2024-12-15 17:59:58"
21235395;"Вход";"2024-12-15 18:00:09"
21235396;"Вход";"2024-12-15 18:00:10"
21235397;"Вход";"2024-12-15 18:00:14"
21235398;"Вход";"2024-12-15 18:00:19"
21235399;"Вход";"2024-12-15 18:00:19"
21235400;"Выход";"2024-12-15 18:00:23"
21235401;"Выход";"2024-12-15 18:00:24"
21235402;"Выход";"2024-12-15 18:00:26"
21235403;"Выход";"2024-12-15 18:00:28"
21235404;"Выход";"2024-12-15 18:00:53"
21235405;"Выход";"2024-12-15 18:01:00"
21235406;"Вход";"2024-12-15 18:01:00"
21235407;"Вход";"2024-12-15 18:01:01"
21235408;"Вход";"2024-12-15 18:01:02"
21235409;"Выход";"2024-12-15 18:01:04"
21235410;"Выход";"2024-12-15 18:01:05"
21235413;"Выход";"2024-12-15 18:01:05"
21235414;"Выход";"2024-12-15 18:01:06"
21235415;"Вход";"2024-12-15 18:01:17"
21235416;"Вход";"2024-12-15 18:01:18"
21235417;"Вход";"2024-12-15 18:01:24"
21235418;"Вход";"2024-12-15 18:01:24"
21235419;"Вход";"2024-12-15 18:01:24"
21235420;"Вход";"2024-12-15 18:01:40"
21235421;"Вход";"2024-12-15 18:01:41"
21235422;"Вход";"2024-12-15 18:01:44"
21235423;"Вход";"2024-12-15 18:01:48"
21235424;"Вход";"2024-12-15 18:01:47"
21235425;"Выход";"2024-12-15 18:02:09"
21235426;"Выход";"2024-12-15 18:02:11"
21235427;"Выход";"2024-12-15 18:02:13"
21235428;"Выход";"2024-12-15 18:02:12"
21235429;"Вход";"2024-12-15 18:02:14"
21235430;"Выход";"2024-12-15 18:02:27"
21235431;"Выход";"2024-12-15 18:02:28"
21235432;"Выход";"2024-12-15 18:02:35"
21235433;"Вход";"2024-12-15 18:02:42"
21235434;"Вход";"2024-12-15 18:02:44"
21235435;"Вход";"2024-12-15 18:02:44"
21235436;"Вход";"2024-12-15 18:02:54"
21235437;"Вход";"2024-12-15 18:02:57"
21235438;"Вход";"2024-12-15 18:02:56"
21235439;"Вход";"2024-12-15 18:03:01"
21235440;"Вход";"2024-12-15 18:03:02"
21235441;"Вход";"2024-12-15 18:03:05"
21235442;"Вход";"2024-12-15 18:03:05"
21235443;"Выход";"2024-12-15 18:03:20"
21235444;"Выход";"2024-12-15 18:03:20"
21235445;"Выход";"2024-12-15 18:03:35"
21235446;"Вход";"2024-12-15 18:03:34"
21235449;"Вход";"2024-12-15 18:03:48"
21235450;"Выход";"2024-12-15 18:03:49"
21235451;"Вход";"2024-12-15 18:04:02"
21235452;"Выход";"2024-12-15 18:04:08"
21235453;"Выход";"2024-12-15 18:04:07"
21235454;"Выход";"2024-12-15 18:04:09"
21235455;"Выход";"2024-12-15 18:04:08"
21235456;"Выход";"2024-12-15 18:04:18"
21235457;"Выход";"2024-12-15 18:04:18"
21235458;"Выход";"2024-12-15 18:04:19"
21235459;"Вход";"2024-12-15 18:04:49"
21235460;"Вход";"2024-12-15 18:04:49"
21235461;"Вход";"2024-12-15 18:04:50"
21235462;"Выход";"2024-12-15 18:04:53"
21235463;"Выход";"2024-12-15 18:04:57"
21235466;"Выход";"2024-12-15 18:04:55"
21235467;"Выход";"2024-12-15 18:04:56"
21235468;"Вход";"2024-12-15 18:04:57"
21235469;"Выход";"2024-12-15 18:05:08"
21235470;"Выход";"2024-12-15 18:05:12"
21235471;"Выход";"2024-12-15 18:05:11"
21235472;"Выход";"2024-12-15 18:05:12"
21235473;"Выход";"2024-12-15 18:05:27"
21235474;"Выход";"2024-12-15 18:05:32"
21235475;"Выход";"2024-12-15 18:05:30"
21235476;"Выход";"2024-12-15 18:05:31"
21235477;"Вход";"2024-12-15 18:05:39"
21235478;"Вход";"2024-12-15 18:05:39"
21235479;"Вход";"2024-12-15 18:05:51"
21235480;"Вход";"2024-12-15 18:05:52"
21235481;"Вход";"2024-12-15 18:05:52"
21235482;"Выход";"2024-12-15 18:05:56"
21235483;"Вход";"2024-12-15 18:06:50"
21235484;"Вход";"2024-12-15 18:06:50"
21235485;"Выход";"2024-12-15 18:07:15"
21235486;"Выход";"2024-12-15 18:07:26"
21235487;"Выход";"2024-12-15 18:07:25"
21235490;"Выход";"2024-12-15 18:07:25"
21235491;"Выход";"2024-12-15 18:07:26"
21235492;"Выход";"2024-12-15 18:07:26"
21235493;"Выход";"2024-12-15 18:07:47"
21235494;"Выход";"2024-12-15 18:07:49"
21235495;"Вход";"2024-12-15 18:08:11"
21235496;"Вход";"2024-12-15 18:08:10"
21235497;"Выход";"2024-12-15 18:08:33"
21235498;"Вход";"2024-12-15 18:08:34"
21235499;"Выход";"2024-12-15 18:08:34"
21235500;"Выход";"2024-12-15 18:08:36"
21235501;"Вход";"2024-12-15 18:09:00"
21235502;"Вход";"2024-12-15 18:09:00"
21235503;"Выход";"2024-12-15 18:09:06"
21235504;"Выход";"2024-12-15 18:09:16"
21235505;"Выход";"2024-12-15 18:09:15"
21235506;"Вход";"2024-12-15 18:09:29"
21235507;"Вход";"2024-12-15 18:09:32"
21235508;"Вход";"2024-12-15 18:09:49"
21235509;"Вход";"2024-12-15 18:09:50"
21235510;"Вход";"2024-12-15 18:09:49"
21235511;"Вход";"2024-12-15 18:09:53"
21235512;"Вход";"2024-12-15 18:09:54"
21235513;"Выход";"2024-12-15 18:09:59"
21235514;"Выход";"2024-12-15 18:10:00"
21235519;"Выход";"2024-12-15 18:10:00"
21235520;"Вход";"2024-12-15 18:10:01"
21235521;"Вход";"2024-12-15 18:10:03"
21235522;"Выход";"2024-12-15 18:10:36"
21235523;"Выход";"2024-12-15 18:10:57"
21235524;"Выход";"2024-12-15 18:10:58"
21235525;"Вход";"2024-12-15 18:11:38"
21235526;"Вход";"2024-12-15 18:11:44"
21235527;"Выход";"2024-12-15 18:11:47"
21235528;"Выход";"2024-12-15 18:11:51"
21235529;"Вход";"2024-12-15 18:12:11"
21235530;"Вход";"2024-12-15 18:12:12"
21235533;"Выход";"2024-12-15 18:12:13"
21235534;"Вход";"2024-12-15 18:12:14"
21235535;"Вход";"2024-12-15 18:12:18"
21235536;"Выход";"2024-12-15 18:12:43"
21235537;"Выход";"2024-12-15 18:12:59"
21235538;"Вход";"2024-12-15 18:13:14"
21235539;"Выход";"2024-12-15 18:13:19"
21235540;"Выход";"2024-12-15 18:13:39"
21235541;"Выход";"2024-12-15 18:13:38"
21235542;"Выход";"2024-12-15 18:13:41"
21235543;"Выход";"2024-12-15 18:13:48"
21235544;"Выход";"2024-12-15 18:13:41"
21235547;"Выход";"2024-12-15 18:13:50"
21235548;"Выход";"2024-12-15 18:13:50"
21235549;"Выход";"2024-12-15 18:14:10"
21235550;"Выход";"2024-12-15 18:14:13"
21235551;"Вход";"2024-12-15 18:14:46"
21235552;"Вход";"2024-12-15 18:14:46"
21235553;"Вход";"2024-12-15 18:14:47"
21235554;"Выход";"2024-12-15 18:14:54"
21235555;"Выход";"2024-12-15 18:14:56"
21235556;"Вход";"2024-12-15 18:15:30"
21235557;"Выход";"2024-12-15 18:15:36"
21235558;"Выход";"2024-12-15 18:15:38"
21235559;"Выход";"2024-12-15 18:15:38"
21235560;"Выход";"2024-12-15 18:15:40"
21235561;"Вход";"2024-12-15 18:16:00"
21235562;"Выход";"2024-12-15 18:16:33"
21235563;"Вход";"2024-12-15 18:16:37"
21235564;"Вход";"2024-12-15 18:16:45"
21235565;"Вход";"2024-12-15 18:16:46"
21235566;"Вход";"2024-12-15 18:16:47"
21235567;"Вход";"2024-12-15 18:16:48"
21235568;"Вход";"2024-12-15 18:17:02"
21235569;"Выход";"2024-12-15 18:17:06"
21235570;"Вход";"2024-12-15 18:17:10"
21235571;"Вход";"2024-12-15 18:17:11"
21235572;"Вход";"2024-12-15 18:17:11"
21235573;"Вход";"2024-12-15 18:17:14"
21235574;"Вход";"2024-12-15 18:17:13"
21235575;"Вход";"2024-12-15 18:17:17"
21235578;"Вход";"2024-12-15 18:17:17"
21235579;"Выход";"2024-12-15 18:17:22"
21235582;"Выход";"2024-12-15 18:17:26"
21235583;"Вход";"2024-12-15 18:17:35"
21235584;"Выход";"2024-12-15 18:17:46"
21235585;"Выход";"2024-12-15 18:17:46"
21235586;"Выход";"2024-12-15 18:17:48"
21235587;"Выход";"2024-12-15 18:17:47"
21235588;"Выход";"2024-12-15 18:17:48"
21235589;"Выход";"2024-12-15 18:17:48"
21235590;"Вход";"2024-12-15 18:17:52"
21235593;"Вход";"2024-12-15 18:18:09"
21235594;"Вход";"2024-12-15 18:18:11"
21235595;"Вход";"2024-12-15 18:18:15"
21235596;"Вход";"2024-12-15 18:18:15"
21235597;"Вход";"2024-12-15 18:18:15"
21235598;"Вход";"2024-12-15 18:18:15"
21235599;"Вход";"2024-12-15 18:18:16"
21235600;"Вход";"2024-12-15 18:18:19"
21235601;"Выход";"2024-12-15 18:18:21"
21235608;"Вход";"2024-12-15 18:18:44"
21235609;"Вход";"2024-12-15 18:18:44"
21235610;"Вход";"2024-12-15 18:18:50"
21235611;"Вход";"2024-12-15 18:18:47"
21235612;"Вход";"2024-12-15 18:18:47"
21235613;"Выход";"2024-12-15 18:18:51"
21235614;"Выход";"2024-12-15 18:18:52"
21235616;"Вход";"2024-12-15 18:18:54"
21235618;"Выход";"2024-12-15 18:18:56"
21235619;"Выход";"2024-12-15 18:18:58"
21235620;"Выход";"2024-12-15 18:19:10"
21235621;"Выход";"2024-12-15 18:19:12"
21235622;"Выход";"2024-12-15 18:19:19"
21235623;"Выход";"2024-12-15 18:19:19"
21235624;"Выход";"2024-12-15 18:19:19"
21235625;"Выход";"2024-12-15 18:19:25"
21235628;"Вход";"2024-12-15 18:19:40"
21235631;"Вход";"2024-12-15 18:19:41"
21235632;"Вход";"2024-12-15 18:19:43"
21235633;"Вход";"2024-12-15 18:19:44"
21235634;"Выход";"2024-12-15 18:19:49"
21235635;"Выход";"2024-12-15 18:19:51"
21235636;"Вход";"2024-12-15 18:20:08"
21235637;"Вход";"2024-12-15 18:20:34"
21235638;"Вход";"2024-12-15 18:20:37"
21235639;"Вход";"2024-12-15 18:20:37"
21235640;"Вход";"2024-12-15 18:20:38"
21235641;"Выход";"2024-12-15 18:20:47"
21235642;"Вход";"2024-12-15 18:20:55"
21235643;"Вход";"2024-12-15 18:20:55"
21235644;"Вход";"2024-12-15 18:20:59"
21235645;"Вход";"2024-12-15 18:20:58"
21235646;"Выход";"2024-12-15 18:21:06"
21235647;"Вход";"2024-12-15 18:21:10"
21235648;"Выход";"2024-12-15 18:21:22"
21235649;"Выход";"2024-12-15 18:21:24"
21235650;"Вход";"2024-12-15 18:21:43"
21235651;"Вход";"2024-12-15 18:21:43"
21235652;"Выход";"2024-12-15 18:21:46"
21235653;"Выход";"2024-12-15 18:21:49"
21235654;"Выход";"2024-12-15 18:21:54"
21235655;"Выход";"2024-12-15 18:21:51"
21235656;"Выход";"2024-12-15 18:21:52"
21235657;"Выход";"2024-12-15 18:21:59"
21235658;"Выход";"2024-12-15 18:21:58"
21235659;"Выход";"2024-12-15 18:22:02"
21235660;"Выход";"2024-12-15 18:22:08"
21235661;"Выход";"2024-12-15 18:22:01"
21235662;"Выход";"2024-12-15 18:22:02"
21235663;"Выход";"2024-12-15 18:22:03"
21235664;"Вход";"2024-12-15 18:22:09"
21235665;"Выход";"2024-12-15 18:22:17"
21235666;"Выход";"2024-12-15 18:22:19"
21235667;"Выход";"2024-12-15 18:22:17"
21235668;"Выход";"2024-12-15 18:22:18"
21235669;"Вход";"2024-12-15 18:22:19"
21235670;"Выход";"2024-12-15 18:22:19"
21235671;"Вход";"2024-12-15 18:22:20"
21235672;"Вход";"2024-12-15 18:22:20"
21235673;"Выход";"2024-12-15 18:22:20"
21235674;"Выход";"2024-12-15 18:22:25"
21235675;"Выход";"2024-12-15 18:22:24"
21235676;"Выход";"2024-12-15 18:22:24"
21235677;"Вход";"2024-12-15 18:22:32"
21235678;"Вход";"2024-12-15 18:22:34"
21235679;"Вход";"2024-12-15 18:22:36"
21235680;"Выход";"2024-12-15 18:22:55"
21235681;"Выход";"2024-12-15 18:22:56"
21235682;"Выход";"2024-12-15 18:22:59"
21235683;"Выход";"2024-12-15 18:22:57"
21235684;"Вход";"2024-12-15 18:22:59"
21235685;"Выход";"2024-12-15 18:23:14"
21235686;"Выход";"2024-12-15 18:23:00"
21235687;"Выход";"2024-12-15 18:23:00"
21235688;"Вход";"2024-12-15 18:23:08"
21235689;"Вход";"2024-12-15 18:23:10"
21235692;"Выход";"2024-12-15 18:23:15"
21235693;"Выход";"2024-12-15 18:23:16"
21235696;"Выход";"2024-12-15 18:23:35"
21235697;"Выход";"2024-12-15 18:23:35"
21235698;"Выход";"2024-12-15 18:23:38"
21235699;"Выход";"2024-12-15 18:23:36"
21235700;"Выход";"2024-12-15 18:23:48"
21235701;"Выход";"2024-12-15 18:23:45"
21235702;"Выход";"2024-12-15 18:23:46"
21235703;"Выход";"2024-12-15 18:23:55"
21235704;"Выход";"2024-12-15 18:23:56"
21235705;"Выход";"2024-12-15 18:24:00"
21235706;"Выход";"2024-12-15 18:23:59"
21235707;"Выход";"2024-12-15 18:23:59"
21235708;"Выход";"2024-12-15 18:25:11"
21235709;"Выход";"2024-12-15 18:25:19"
21235710;"Выход";"2024-12-15 18:25:17"
21235711;"Выход";"2024-12-15 18:25:17"
21235712;"Выход";"2024-12-15 18:25:29"
21235713;"Выход";"2024-12-15 18:25:28"
21235714;"Вход";"2024-12-15 18:25:30"
21235715;"Вход";"2024-12-15 18:25:30"
21235716;"Выход";"2024-12-15 18:25:38"
21235717;"Вход";"2024-12-15 18:25:42"
21235718;"Выход";"2024-12-15 18:25:53"
21235719;"Выход";"2024-12-15 18:25:54"
21235720;"Выход";"2024-12-15 18:25:55"
21235721;"Выход";"2024-12-15 18:25:58"
21235722;"Вход";"2024-12-15 18:26:21"
21235723;"Вход";"2024-12-15 18:26:25"
21235724;"Вход";"2024-12-15 18:26:26"
21235725;"Выход";"2024-12-15 18:26:28"
21235726;"Выход";"2024-12-15 18:26:29"
21235727;"Выход";"2024-12-15 18:26:37"
21235728;"Выход";"2024-12-15 18:26:29"
21235729;"Выход";"2024-12-15 18:26:31"
21235730;"Выход";"2024-12-15 18:26:32"
21235731;"Выход";"2024-12-15 18:26:32"
21235732;"Выход";"2024-12-15 18:26:33"
21235733;"Выход";"2024-12-15 18:26:38"
21235734;"Выход";"2024-12-15 18:26:38"
21235735;"Выход";"2024-12-15 18:26:38"
21235736;"Выход";"2024-12-15 18:26:40"
21235737;"Выход";"2024-12-15 18:26:41"
21235738;"Выход";"2024-12-15 18:26:42"
21235739;"Выход";"2024-12-15 18:26:48"
21235740;"Выход";"2024-12-15 18:26:42"
21235741;"Выход";"2024-12-15 18:26:43"
21235748;"Выход";"2024-12-15 18:27:00"
21235749;"Выход";"2024-12-15 18:27:16"
21235750;"Вход";"2024-12-15 18:27:27"
21235751;"Вход";"2024-12-15 18:27:27"
21235752;"Вход";"2024-12-15 18:27:30"
21235753;"Вход";"2024-12-15 18:28:01"
21235754;"Вход";"2024-12-15 18:28:05"
21235755;"Вход";"2024-12-15 18:28:07"
21235756;"Вход";"2024-12-15 18:28:07"
21235757;"Вход";"2024-12-15 18:28:13"
21235758;"Выход";"2024-12-15 18:28:12"
21235759;"Выход";"2024-12-15 18:28:13"
21235760;"Вход";"2024-12-15 18:28:15"
21235761;"Вход";"2024-12-15 18:28:28"
21235762;"Вход";"2024-12-15 18:28:28"
21235763;"Вход";"2024-12-15 18:28:38"
21235764;"Вход";"2024-12-15 18:28:37"
21235765;"Вход";"2024-12-15 18:28:41"
21235766;"Вход";"2024-12-15 18:28:40"
21235767;"Вход";"2024-12-15 18:28:41"
21235768;"Вход";"2024-12-15 18:28:41"
21235769;"Выход";"2024-12-15 18:28:45"
21235770;"Выход";"2024-12-15 18:28:46"
21235771;"Выход";"2024-12-15 18:29:11"
21235772;"Выход";"2024-12-15 18:29:25"
21235773;"Выход";"2024-12-15 18:29:12"
21235774;"Выход";"2024-12-15 18:29:12"
21235775;"Выход";"2024-12-15 18:29:27"
21235776;"Вход";"2024-12-15 18:29:29"
21235777;"Вход";"2024-12-15 18:29:33"
21235778;"Вход";"2024-12-15 18:29:34"
21235779;"Вход";"2024-12-15 18:29:36"
21235780;"Вход";"2024-12-15 18:29:39"
21235781;"Вход";"2024-12-15 18:29:39"
21235784;"Выход";"2024-12-15 18:29:39"
21235785;"Вход";"2024-12-15 18:30:02"
21235786;"Вход";"2024-12-15 18:30:02"
21235787;"Вход";"2024-12-15 18:30:03"
21235788;"Вход";"2024-12-15 18:30:04"
21235789;"Выход";"2024-12-15 18:30:17"
21235792;"Вход";"2024-12-15 18:30:54"
21235793;"Выход";"2024-12-15 18:31:17"
21235794;"Выход";"2024-12-15 18:31:18"
21235795;"Выход";"2024-12-15 18:31:31"
21235796;"Выход";"2024-12-15 18:31:30"
21235797;"Выход";"2024-12-15 18:31:32"
21235798;"Выход";"2024-12-15 18:31:31"
21235799;"Выход";"2024-12-15 18:31:30"
21235800;"Вход";"2024-12-15 18:31:39"
21235801;"Вход";"2024-12-15 18:32:01"
21235802;"Выход";"2024-12-15 18:32:08"
21235803;"Выход";"2024-12-15 18:32:04"
21235804;"Выход";"2024-12-15 18:32:05"
21235805;"Выход";"2024-12-15 18:32:06"
21235806;"Вход";"2024-12-15 18:32:32"
21235809;"Выход";"2024-12-15 18:32:57"
21235810;"Вход";"2024-12-15 18:33:11"
21235811;"Вход";"2024-12-15 18:33:17"
21235812;"Вход";"2024-12-15 18:33:17"
21235813;"Выход";"2024-12-15 18:33:34"
21235816;"Вход";"2024-12-15 18:33:55"
21235817;"Вход";"2024-12-15 18:33:56"
21235818;"Выход";"2024-12-15 18:34:21"
21235819;"Вход";"2024-12-15 18:34:32"
21235820;"Вход";"2024-12-15 18:34:39"
21235821;"Выход";"2024-12-15 18:35:03"
21235822;"Вход";"2024-12-15 18:35:42"
21235823;"Вход";"2024-12-15 18:35:41"
21235824;"Выход";"2024-12-15 18:36:00"
21235825;"Выход";"2024-12-15 18:35:59"
21235826;"Выход";"2024-12-15 18:36:14"
21235827;"Выход";"2024-12-15 18:36:12"
21235828;"Вход";"2024-12-15 18:36:36"
21235829;"Выход";"2024-12-15 18:37:00"
21235830;"Выход";"2024-12-15 18:37:24"
21235831;"Выход";"2024-12-15 18:37:24"
21235832;"Вход";"2024-12-15 18:37:33"
21235833;"Вход";"2024-12-15 18:37:34"
21235834;"Вход";"2024-12-15 18:37:37"
21235835;"Вход";"2024-12-15 18:37:38"
21235836;"Вход";"2024-12-15 18:37:42"
21235837;"Вход";"2024-12-15 18:37:42"
21235838;"Выход";"2024-12-15 18:38:16"
21235839;"Выход";"2024-12-15 18:38:17"
21235840;"Вход";"2024-12-15 18:38:24"
21235841;"Вход";"2024-12-15 18:38:24"
21235842;"Вход";"2024-12-15 18:38:33"
21235843;"Вход";"2024-12-15 18:38:34"
21235844;"Выход";"2024-12-15 18:38:46"
21235845;"Выход";"2024-12-15 18:38:49"
21235846;"Выход";"2024-12-15 18:38:51"
21235847;"Выход";"2024-12-15 18:39:07"
21235848;"Выход";"2024-12-15 18:39:12"
21235851;"Выход";"2024-12-15 18:39:08"
21235852;"Выход";"2024-12-15 18:39:08"
21235853;"Вход";"2024-12-15 18:39:10"
21235854;"Вход";"2024-12-15 18:39:09"
21235859;"Вход";"2024-12-15 18:39:10"
21235862;"Вход";"2024-12-15 18:39:13"
21235863;"Вход";"2024-12-15 18:39:12"
21235864;"Вход";"2024-12-15 18:39:14"
21235865;"Выход";"2024-12-15 18:39:26"
21235866;"Выход";"2024-12-15 18:39:24"
21235869;"Выход";"2024-12-15 18:39:24"
21235870;"Выход";"2024-12-15 18:39:44"
21235872;"Выход";"2024-12-15 18:39:46"
21235874;"Выход";"2024-12-15 18:39:45"
21235875;"Выход";"2024-12-15 18:40:05"
21235876;"Выход";"2024-12-15 18:40:34"
21235877;"Вход";"2024-12-15 18:40:42"
21235878;"Вход";"2024-12-15 18:40:43"
21235879;"Вход";"2024-12-15 18:40:43"
21235880;"Вход";"2024-12-15 18:40:44"
21235881;"Вход";"2024-12-15 18:40:44"
21235882;"Выход";"2024-12-15 18:40:46"
21235883;"Выход";"2024-12-15 18:40:45"
21235884;"Вход";"2024-12-15 18:40:51"
21235885;"Выход";"2024-12-15 18:41:09"
21235886;"Выход";"2024-12-15 18:41:07"
21235887;"Выход";"2024-12-15 18:41:08"
21235888;"Вход";"2024-12-15 18:41:51"
21235889;"Вход";"2024-12-15 18:41:56"
21235890;"Вход";"2024-12-15 18:41:56"
21235891;"Выход";"2024-12-15 18:41:57"
21235892;"Вход";"2024-12-15 18:41:57"
21235893;"Выход";"2024-12-15 18:41:59"
21235894;"Выход";"2024-12-15 18:42:00"
21235895;"Вход";"2024-12-15 18:42:03"
21235900;"Выход";"2024-12-15 18:42:05"
21235901;"Выход";"2024-12-15 18:42:06"
21235902;"Выход";"2024-12-15 18:42:29"
21235903;"Выход";"2024-12-15 18:42:37"
21235904;"Выход";"2024-12-15 18:42:48"
21235905;"Выход";"2024-12-15 18:42:50"
21235906;"Выход";"2024-12-15 18:43:07"
21235907;"Выход";"2024-12-15 18:43:07"
21235909;"Выход";"2024-12-15 18:43:21"
21235911;"Вход";"2024-12-15 18:43:36"
21235912;"Вход";"2024-12-15 18:43:35"
21235913;"Вход";"2024-12-15 18:43:35"
21235914;"Вход";"2024-12-15 18:43:43"
21235915;"Вход";"2024-12-15 18:43:48"
21235916;"Выход";"2024-12-15 18:44:14"
21235917;"Выход";"2024-12-15 18:44:13"
21235918;"Выход";"2024-12-15 18:44:27"
21235923;"Вход";"2024-12-15 18:44:44"
21235924;"Выход";"2024-12-15 18:44:48"
21235925;"Выход";"2024-12-15 18:44:49"
21235926;"Вход";"2024-12-15 18:44:59"
21235927;"Вход";"2024-12-15 18:44:59"
21235928;"Вход";"2024-12-15 18:45:00"
21235929;"Вход";"2024-12-15 18:45:26"
21235930;"Вход";"2024-12-15 18:45:27"
21235931;"Вход";"2024-12-15 18:45:45"
21235932;"Вход";"2024-12-15 18:45:44"
21235933;"Вход";"2024-12-15 18:45:44"
21235934;"Вход";"2024-12-15 18:46:04"
21235935;"Вход";"2024-12-15 18:46:04"
21235936;"Вход";"2024-12-15 18:46:04"
21235937;"Вход";"2024-12-15 18:46:04"
21235938;"Выход";"2024-12-15 18:46:05"
21235939;"Выход";"2024-12-15 18:46:10"
21235940;"Вход";"2024-12-15 18:46:10"
21235941;"Вход";"2024-12-15 18:46:11"
21235942;"Вход";"2024-12-15 18:46:11"
21235943;"Вход";"2024-12-15 18:46:12"
21235944;"Вход";"2024-12-15 18:46:12"
21235945;"Выход";"2024-12-15 18:46:21"
21235946;"Выход";"2024-12-15 18:46:27"
21235947;"Выход";"2024-12-15 18:46:21"
21235948;"Выход";"2024-12-15 18:46:22"
21235949;"Выход";"2024-12-15 18:46:23"
21235950;"Вход";"2024-12-15 18:46:25"
21235951;"Вход";"2024-12-15 18:46:28"
21235952;"Вход";"2024-12-15 18:46:41"
21235953;"Выход";"2024-12-15 18:46:44"
21235954;"Выход";"2024-12-15 18:46:46"
21235955;"Вход";"2024-12-15 18:47:02"
21235956;"Выход";"2024-12-15 18:47:03"
21235957;"Вход";"2024-12-15 18:47:03"
21235958;"Выход";"2024-12-15 18:47:04"
21235959;"Выход";"2024-12-15 18:47:12"
21235962;"Выход";"2024-12-15 18:47:14"
21235964;"Выход";"2024-12-15 18:47:14"
21235966;"Вход";"2024-12-15 18:47:18"
21235967;"Выход";"2024-12-15 18:47:43"
21235968;"Выход";"2024-12-15 18:47:57"
21235969;"Выход";"2024-12-15 18:47:55"
21235970;"Выход";"2024-12-15 18:48:24"
21235971;"Вход";"2024-12-15 18:48:27"
21235972;"Вход";"2024-12-15 18:48:42"
21235973;"Вход";"2024-12-15 18:48:41"
21235974;"Выход";"2024-12-15 18:48:45"
21235975;"Выход";"2024-12-15 18:49:05"
21235978;"Выход";"2024-12-15 18:49:21"
21235979;"Выход";"2024-12-15 18:49:20"
21235980;"Выход";"2024-12-15 18:50:34"
21235981;"Выход";"2024-12-15 18:50:32"
21235982;"Выход";"2024-12-15 18:50:32"
21235983;"Выход";"2024-12-15 18:50:33"
21235984;"Выход";"2024-12-15 18:51:02"
21235985;"Выход";"2024-12-15 18:51:02"
21235986;"Выход";"2024-12-15 18:51:04"
21235987;"Выход";"2024-12-15 18:51:05"
21235988;"Выход";"2024-12-15 18:51:07"
21235989;"Выход";"2024-12-15 18:51:13"
21235990;"Выход";"2024-12-15 18:51:14"
21235991;"Выход";"2024-12-15 18:51:20"
21235994;"Выход";"2024-12-15 18:51:28"
21235995;"Выход";"2024-12-15 18:51:50"
21235998;"Выход";"2024-12-15 18:51:55"
21236003;"Вход";"2024-12-15 18:52:09"
21236006;"Выход";"2024-12-15 18:52:55"
21236007;"Выход";"2024-12-15 18:52:40"
21236008;"Вход";"2024-12-15 18:52:56"
21236009;"Вход";"2024-12-15 18:52:56"
21236010;"Вход";"2024-12-15 18:52:57"
21236011;"Выход";"2024-12-15 18:53:20"
21236012;"Вход";"2024-12-15 18:55:06"
21236013;"Выход";"2024-12-15 18:55:35"
21236014;"Выход";"2024-12-15 18:55:33"
21236015;"Выход";"2024-12-15 18:55:37"
21236016;"Вход";"2024-12-15 18:55:43"
21236017;"Выход";"2024-12-15 18:56:10"
21236018;"Выход";"2024-12-15 18:56:08"
21236019;"Выход";"2024-12-15 18:56:38"
21236022;"Вход";"2024-12-15 18:56:40"
21236023;"Вход";"2024-12-15 18:56:50"
21236024;"Выход";"2024-12-15 18:56:55"
